timestamp,mode,cam_frame_id,det_conf,recognized,similarity,rec_label,rec_name,packet_pid,face16_hex,spike16_hex,thr16_hex,thr8_hex,thr_idx,challenge_hex,majresp,auth,tx_hex,rx_hex,rx_raw_hex,debug_raw_hex,raw_parsed_format,raw_parsed_json,image_path,facecrop_path,true_label
2025-09-17T12:50:18.519339,live,238,,1,0.9606,user1,user1,1,0x71EA,0x70A9,,0x00,0,0x5500,0,0,aa0171ea,ee70a955000000f8,55000000f8,ee70a95500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""55000000f8"", ""raw_hex"": ""55000000f8""}",,,
2025-09-17T12:50:21.009415,live,241,,1,0.9645,1,1,1,0xB7D4,0xB68A,,0x00,0,0x5500,0,0,aa01b7d4,eeb68a55000000d4,55000000d4,eeb68a5500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""55000000d4"", ""raw_hex"": ""55000000d4""}",,,
2025-09-17T13:01:23.059383,live,8,,1,0.9331,1,1,1,0xFA5F,0xF917,,0x00,0,0x5500,0,0,aa01fa5f,eef917550000007e,550000007e,eef9175500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""550000007e"", ""raw_hex"": ""550000007e""}",,,
2025-09-17T13:01:35.759832,live,117,,1,0.9451,user1,user1,7,0x1960,0x18A8,,0x00,0,0x5500,0,0,aa071960,ee18a85500000072,5500000072,ee18a85500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5500000072"", ""raw_hex"": ""5500000072""}",,,
2025-09-17T13:01:38.113476,live,120,,1,0.9621,1,1,1,0x673F,0x66B1,,0x00,0,0x5500,0,0,aa01673f,ee66b155000000b4,55000000b4,ee66b15500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""55000000b4"", ""raw_hex"": ""55000000b4""}",,,
2025-09-17T13:02:02.257867,live,238,,1,0.965,user1,user1,7,0x0B8A,0x0AC0,,0x00,0,0x5500,0,0,aa070b8a,ee0ac05500000026,5500000026,ee0ac05500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5500000026"", ""raw_hex"": ""5500000026""}",,,
2025-09-17T13:02:05.636338,live,252,,1,0.9645,1,1,1,0x194B,0x1804,,0x00,0,0x5500,0,1,aa01194b,ee18045500000075,5500000075,ee18045500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 1, ""spike16"": null, ""raw"": ""5500000075"", ""raw_hex"": ""5500000075""}",,,
2025-09-17T13:02:08.174744,live,257,,1,0.9651,user1,user1,7,0x425E,0x4101,,0x00,0,0x5500,0,1,aa07425e,ee410155000000a7,55000000a7,ee41015500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 1, ""spike16"": null, ""raw"": ""55000000a7"", ""raw_hex"": ""55000000a7""}",,,
2025-09-17T13:02:11.199625,live,267,,1,0.9675,1,1,1,0x175C,0x16E3,,0x00,0,0x5500,0,0,aa01175c,ee16e35500000042,5500000042,ee16e35500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5500000042"", ""raw_hex"": ""5500000042""}",,,
2025-09-17T13:02:15.825870,live,294,,1,0.9612,user1,user1,7,0x5653,0x5521,,0x55,1,0x5500,0,0,aa075653,ee552155000000ee,552155000000ee,ee55215500,5,"{""format"": ""5"", ""thr_idx"": 1, ""thr_byte"": 33, ""thr8"": 85, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5521550000"", ""raw_hex"": ""552155000000ee""}",,,
2025-09-17T13:02:18.176555,live,297,,1,0.9643,1,1,1,0xF4D5,0xF3A2,,0x00,0,0x5500,0,1,aa01f4d5,eef3a255000000f3,55000000f3,eef3a25500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 1, ""spike16"": null, ""raw"": ""55000000f3"", ""raw_hex"": ""55000000f3""}",,,
2025-09-17T13:02:21.161901,live,307,,1,0.9624,user1,user1,7,0xEA93,0xE9B7,,0x00,0,0x5500,0,1,aa07ea93,eee9b75500000097,5500000097,eee9b75500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 1, ""spike16"": null, ""raw"": ""5500000097"", ""raw_hex"": ""5500000097""}",,,
2025-09-17T13:02:23.516058,live,310,,1,0.9279,1,1,1,0xC7A5,0xC6C3,,0x00,0,0x5500,0,0,aa01c7a5,eec6c35500000030,5500000030,eec6c35500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5500000030"", ""raw_hex"": ""5500000030""}",,,
2025-09-17T13:02:26.946553,live,324,,1,0.9393,user1,user1,7,0x2BF6,0x2AD4,,0x00,0,0x5500,0,0,aa072bf6,ee2ad45500000090,5500000090,ee2ad45500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5500000090"", ""raw_hex"": ""5500000090""}",,,
2025-09-17T13:02:29.295545,live,327,,1,0.9494,1,1,1,0x44C1,0x4381,,0x00,0,0x5500,0,0,aa0144c1,ee43815500000018,5500000018,ee43815500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5500000018"", ""raw_hex"": ""5500000018""}",,,
2025-09-17T13:02:32.204290,live,336,,1,0.9589,user1,user1,7,0x5DFA,0x5C2D,,0x00,0,0x5500,0,0,aa075dfa,ee5c2d5500000074,5500000074,ee5c2d5500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 0, ""spike16"": null, ""raw"": ""5500000074"", ""raw_hex"": ""5500000074""}",,,
2025-09-17T14:30:09.032157,live,3,,1,0.9382,1,1,1,0xD92A,0xD887,,0x00,0,0x5500,0,1,aa01d92a,eed8875500000061,5500000061,eed8875500,5,"{""format"": ""5"", ""thr_idx"": 0, ""thr_byte"": 0, ""thr8"": 0, ""majresp"": 0, ""auth"": 1, ""spike16"": null, ""raw"": ""5500000061"", ""raw_hex"": ""5500000061""}",,,
